"","lat","long"
"511",39.96,116.44
"512",40.35,116.66
"513",34.36,108.95
"514",28.19,115.79
"515",23.88,100.08
"518",39.51,116.68
"520",29.08,119.55
"524",31.99,118.75
"525",23.08,113.5
"526",22.8,108.27
"527",25.24,110.29
"528",27.89,112.86
"530",34.83,113.67
"531",34.27,108.96
"533",22.79,108.23
"534",29.6,103.77
"540",23.55,116.36
"541",31.88,118.81
"542",38.88,115.46
"544",32.01,120.89
"546",36.67,117.32
"548",39.61,118.1
"549",38.02,114.43
"552",23.56,116.67
"553",33.49,118.21
"555",23.2,113.14
"556",30.69,104.13
"559",27.31,103.7
"560",31.27,106.3
"561",30.23,120.31
"565",23.13,113.26
"566",27.47,120.33
"571",23.12,114.42
"572",40,116.36
"575",39.99,116.33
"576",29.82,106.42
"577",35.54,112.26
"578",30.61,104.13
"579",40.24,116.11
"581",36.67,117.07
"583",35.09,117.16
"584",22.99,114.71
"585",22.83,114.17
"587",47.51,122.89
"590",35.46,113.8
"591",30.27,120.12
"594",23.01,113.73
"598",27.8,113.18
"601",39.79,118.01
"602",22.63,114.07
"603",22.66,114.33
"604",43.99,125.17
"605",24.6,117.98
"606",27.9,102.26
"607",22.72,114.13
"612",39.83,108.74
"613",27.24,112.86
"614",37.33,113.58
"615",33.4,120.21
"616",19.26,110.46
"620",25.68,114.77
"623",26.58,106.72
"624",23.36,116.68
"626",25.09,117.03
"627",31.19,121.52
"628",22.66,114.02
"631",30.64,104.03
"632",31.37,120.51
"633",40.73,108.63
"635",33.72,113.29
"636",22.52,113.35
"637",30.25,120.17
"638",35.18,113.27
"639",23.22,108.81
"641",30.21,120.2
"646",27.84,112.92
"650",23.14,113.23
"654",39.93,116.31
"655",22.65,114.2
"657",22.91,114.01
"668",28.45,118.19
"671",36.26,120.36
"672",30.39,114.42
"673",33.01,119.01
"680",34.59,113.68
"681",22.61,114.05
"682",30.68,105.2
"683",31.16,103.8
"685",22.6,114.11
"686",37.54,115.59
"689",36.47,115.98
"691",24.4,109.6
"694",39.93,116.1
"695",41.8,123.4
"699",26.08,119.34
"701",39.92,116.42
"703",16.82,96.17
"707",41.13,120.77
"713",32.08,118.63
"714",33.37,120.14
"720",39.57,118.11
"721",41.11,122.98
"722",31.34,104.23
"723",40.28,97.05
"726",36.17,113.12
"727",25.73,114.67
"728",24.5,110.39
"729",24.66,109.24
"730",36.66,120.91
"731",26.09,119.28
"732",23.13,113.31
"734",22.79,114.71
"736",37.87,112.55
"737",32.04,118.81
"738",23.18,113.33
"739",36.09,120.35
"741",36.08,111.55
"742",30.78,111.33
"743",39.8,116.41
"748",31.23,120.47
"749",34.75,113.67
"750",30.68,103.89
"751",31.72,120.06
"752",22.6,114.05
"753",41.97,123.29
"756",28.71,115.92
"758",24.35,109.4
"761",31.92,120.3
"762",37.75,115.66
"763",28.23,112.91
"764",32.15,118.72
"768",26,119.45
"769",32.11,118.7
"775",23.29,113.62
"776",28.07,120.68
"777",36.65,117.02
"779",39.98,116.33
"780",31.39,117.49
"782",23.75,114.74
"783",20,110.33
"785",32.21,119.42
"786",24.38,109.41
"792",46.79,130.36
"793",27.1,110.94
"795",23.45,116.48
"801",32,117.24
"803",35.41,119.54
"805",26.85,116.32
"807",31.21,121.52
"808",39.32,112.41
"811",24.18,102.73
"814",23.05,113.39
"819",25.06,102.73
"820",23.56,116.36
"821",26.64,118.18
"822",31.56,120.36
"825",27.7,118.91
"828",24.48,118.16
"830",35.93,116.46
"832",34.15,109.08
"833",39.79,116.35
"835",32.08,118.77
"836",28.25,112.99
"840",30.52,114.42
"841",31.35,121.48
"842",23.46,113.78
"843",30.79,121.29
"845",30.65,120.53
"846",36.44,114.91
"847",30.99,105.89
"848",23.04,114.36
"849",38.67,115.97
"850",34.27,108.93
"851",39.67,116.69
"854",26.05,119.25
"855",26.1,119.33
"856",25.04,102.71
"857",23.56,116.38
"859",22.91,113.29
"860",44.41,126.94
"861",24.67,109.24
"863",39.98,116.48
"867",30.46,114.91
"868",24.61,117.98
"869",23.16,113.26
"876",35.09,117.17
"881",30.64,113.17
"883",27.14,105.61
"887",36.72,117.14
"888",23.67,113.05
"889",29.91,121.44
"892",35.28,113.93
"893",28.21,112.97
"894",39.81,116.49
"895",31.67,112.9
"896",25.48,119.07
"898",31.24,121.47
"900",24.68,102.92
"901",29.51,106.58
"903",33.94,113.84
"904",38.03,114.47
"905",30.57,119.94
"907",40.71,122.54
"909",31.2,121.45
"910",31.05,112.2
"911",31.23,120.73
"912",39.88,116.52
"913",24.48,118.02
"918",28.33,106.19
"919",34.43,115.62
"920",25.51,103.77
"921",24.54,118.15
"927",36.68,117.18
"928",28.04,112.97
"930",39.71,119.16
"932",29.56,106.44
"934",34.45,113.42
"938",28.67,115.82
"939",39.85,116.5
"943",23.91,112.17
"944",31.23,121.4
"945",38.74,116.13
"946",29.33,113.14
"950",36.72,114.21
"951",39.19,117.13
"952",41.14,122.94
"955",23.02,114.31
"956",30.48,105.59
"957",39.89,116.4
"958",36.18,117.13
"960",41.71,86.17
"961",37.25,117.1
"964",22.66,114.03
"966",23.1,113.25
"969",23.21,116.61
"972",23.12,113.29
"973",26.03,119.33
"975",23.12,113.61
"976",40.47,111.54
"977",31.03,116.97
"982",32.69,109.02
"983",32.44,105.85
"985",31.18,121.37
"986",31.16,121.34
"987",34.45,115.66
"988",25.15,104.91
"989",31.35,106.07
"991",44.69,85.46
"992",39.85,116.41
"994",36.82,117.77
"995",36.58,114.49
"996",25.05,55.13
"998",22.52,113.36
"999",26.65,119.53
"1002",31.24,121.63
"1003",43.76,87.62
"1005",29.45,119.88
"1006",34.42,108.58
"1009",23.09,113.28
"1011",31.12,121.6
"1012",29.78,106.67
"1017",23.06,113.13
"1018",27.61,103.91
"1019",36.99,119.91
"1020",39.04,121.66
"1022",22.95,113.36
"1023",41.67,123.39
"1024",23.63,113.67
"1025",40.01,116.5
"1026",32.03,118.8
"1027",19.94,110.45
"1028",29.84,115.2
"1030",21.65,110.9
"1031",30.59,120.6
"1032",22.76,114.31
"1035",29.54,106.48
"1037",38.92,121.55
"1040",37.84,113.6
"1042",22.25,112.81
"1044",39.9,116.71
"1046",30.06,103.9
"1048",39.39,115.7
"1049",30.27,120.36
"1051",22.56,114.11
"1052",30.23,119.72
"1054",22.93,112.05
"1055",36.68,118.47
"1056",22.62,114.06
"1058",30.16,116.14
"1059",23.43,113.26
"1061",30.64,114.28
"1062",22.69,114.24
"1063",26.07,119.36
"1064",41.98,124.71
"1065",23.11,109.59
"1066",19.92,109.69
"1068",22.76,114.36
"1069",30.66,104.07
"1071",37.74,112.59
"1075",32.66,112.6
"1076",22.69,114.11
"1078",39.9,116.5
"1079",34.97,108.57
"1083",29.31,120.14
"1084",24.47,111.42
"1088",29.66,106.59
"1092",37.24,114.46
"1095",23.18,113.25
"1098",27.55,109.96
"1099",38.75,117.12
"1100",41.98,121.62
"1102",29.87,121.58
"1103",36.23,119.75
"1104",31.68,118.51
"1111",30.49,114.32
"1112",24.1,115.24
"1114",23.54,110.65
"1115",39.98,116.34
"1116",30.39,119.97
"1117",31.79,104.74
"1118",35.19,117.62
"1121",28.69,116.03
"1122",23,114.31
"1125",36.47,115.1
"1127",23.77,109.19
"1128",30.71,114.24
"1129",30.85,104.08
"1131",30.7,114.35
"1135",46.73,82.98
"1137",26.41,112.37
"1138",40.12,116.65
"1139",35.17,113.31
"1140",30.58,114.25
"1141",31.24,121.39
"1144",33.93,114.2
"1145",29.57,106.46
"1147",32.02,118.81
"1148",27.08,113.22
"1150",34.62,112.47
"1156",39.14,117.21
"1160",30.32,120.16
"1161",31.55,120.37
"1162",31.99,119.58
"1163",40.11,116.35
"1164",30.23,119.71
"1168",28.07,115.75
"1169",23.09,113.93
"1175",26.04,119.37
"1176",23.82,108.89
"1177",23.04,113.78
"1180",1.17,1.25
"1182",32.11,112.18
"1184",31.91,118.83
"1187",29.57,106.49
"1189",31.28,121.49
"1190",30.57,114.21
"1191",31.55,120.28
"1192",31,105.88
"1194",31.18,121.53
"1196",26.23,119.53
"1197",23.38,113.24
"1198",22.49,113.92
"1199",31.91,118.79
"1200",29.85,121.51
"1203",22.57,114.08
"1204",22.91,113.66
"1206",25.66,118.87
"1208",31.68,113.46
"1211",32.65,110.74
"1212",24.1,115.25
"1213",22.93,107.94
"1214",35.02,110.97
"1216",39.87,124.14
"1218",26.58,101.69
"1219",24.44,118.11
"1220",23.1,113.17
"1223",22.58,113.88
"1224",39.87,116.38
"1225",22.56,113.89
"1226",39.85,116.3
"1228",20.05,110.34
"1230",30.48,114.32
"1234",36.73,104.81
"1237",36.54,116.83
"1238",29.77,121.43
"1241",32.14,121.27
"1242",29.99,121.54
"1243",28.17,112.97
"1245",35.05,118.36
"1246",41.82,123.33
"1248",38.28,-101.76
"1251",21.58,111.85
"1257",34.83,117.29
"1259",39.9,116.33
"1260",31.82,117.68
"1261",34.8,113.64
"1264",37.22,114.47
"1265",31.23,121.31
"1267",36.71,117
"1269",30.92,121.11
"1272",36.17,120.44
"1273",30.02,120
"1275",30.62,104.1
"1278",31.12,121.61
"1279",39.7,116.35
"1281",25.1,104.92
"1282",23.93,112.21
"1283",36.16,120.44
"1285",34.26,108.93
"1286",23.25,116.42
"1287",34.82,113.79
"1297",34.74,113.6
"1298",32.31,112.37
"1301",34.01,113.81
"1302",40.18,116.64
"1303",22.59,114.13
"1304",31.47,121.3
"1305",22.63,114.01
"1306",26.04,119.33
"1308",22.96,113.28
"1311",24.72,118.41
"1313",34.23,117.3
"1315",24.69,108.07
"1316",30.64,104.1
"1317",28.2,113
"1318",28.12,113.01
"1321",39.72,116.45
"1323",30.58,103.52
"1324",30.62,114.37
"1326",34.77,111.18
"1328",22.65,114.01
"1329",23.09,114.39
"1333",23,113.66
"1334",22.57,114.17
"1338",30.68,114.2
"1339",29.67,116
"1345",32.14,118.74
"1346",39.74,98.53
"1350",28.67,116.39
"1351",34.79,113.65
"1354",30.79,104.05
"1356",39.69,106.83
"1358",31.4,121.25
"1360",30.96,121.08
"1362",30.48,114.38
"1364",27.74,111.99
"1366",41.88,123.92
"1367",30.95,121.22
"1368",36.08,114.34
"1371",36.51,113.39
"1372",28.95,118.87
"1373",38.08,114.56
"1374",27.55,106.83
"1376",31.27,121.54
"1377",30.52,114.4
"1378",39.94,116.38
"1379",23.26,116.36
"1381",46.63,131.16
"1382",23.18,113.15
"1383",30.97,104.28
"1385",23.04,113.12
"1387",22.98,113.38
"1388",35.05,117.18
"1389",30.14,105.34
"1390",41.73,123.39
"1392",30.6,114.3
"1393",34.29,108.94
"1396",30.57,114.2
"1398",36.61,116.97
"1399",22.82,114.1
"1400",31.15,121.49
"1403",31.18,121.41
"1406",28.21,113.4
"1408",23.51,116.66
"1409",31.65,120.76
"1410",32.65,117.04
"1411",23.06,113.66
"1413",23.06,114.42
"1414",39.12,117.26
"1415",34.8,109.94
"1417",39.95,116.34
"1420",23.14,113.21
"1421",22.62,114.14
"1422",30.56,104.05
"1425",36.56,101.72
"1426",23.03,113.2
"1427",41.74,123.23
"1429",30.27,120.2
"1431",39.28,110.2
"1434",39.94,116.43
"1436",22.93,113.35
"1438",24.64,118.24
"1439",23.49,111.3
"1440",40.02,113.2
"1442",30.66,104.09
"1444",39.91,116.23
"1445",29.49,105.76
"1446",22.84,108.41
"1447",30.74,120.72
"1449",36.64,119.47
"1450",34.33,108.93
"1451",25.84,114.95
"1452",37.74,115.65
"1454",33.98,116.81
"1457",32.54,120.45
"1460",37.12,111.75
"1463",28.2,112.97
"1464",36.36,119.75
"1466",31.76,121.5
"1467",33.53,118.98
"1471",26.88,112.63
"1476",28.69,118.25
"1477",23.23,114.14
"1478",23.13,113.34
"1480",34.27,117.19
"1481",37.88,113.56
"1482",40.09,116.41
"1487",31.23,120.71
"1488",31.31,121.35
"1493",41.82,123.47
"1496",31.2,121.46
"1497",27.54,109.98
"1501",22.63,112.83
"1502",30.59,104.1
"1509",23.13,113.37
"1510",22.6,113.88
"1511",26.24,111.61
"1512",22.67,114.25
"1515",38.51,106.31
"1521",0.74,0.91
"1523",35.11,111.03
"1526",31.34,121.44
"1527",28.15,112.99
"1528",41.79,123.38
"1530",41.84,123.46
"1531",23,114.7
"1532",31.21,121.14
"1533",24.54,117.64
"1534",22.77,113.9
"1536",44.17,129.34
"1538",39.63,118.15
"1539",39.98,116.3
"1541",36.08,120.32
"1542",28.6,112.33
"1543",22.82,113.79
"1544",30.54,104.01
"1546",28.94,119.05
"1547",45.53,126.38
"1552",35.1,111.07
"1553",40.09,116.36
"1557",36.24,116.42
"1563",39.92,116.47
"1572",31.85,117.24
"1575",32.03,118.83
"1581",39.99,116.31
"1582",28.68,115.93
"1584",31.71,119.97
"1585",37.38,112.75
"1590",32.63,117
"1594",22.58,113.89
"1596",30.75,104.01
"1598",39.92,116.23
"1599",36.16,113.1
"1600",32.21,120.18
"1602",32.96,112.55
"1604",40.12,113.3
"1608",22.53,113.43
"1611",24.58,118.09
"1612",23.09,113.32
"1614",22.73,113.8
"1615",36.62,114.83
"1619",21.9,110.07
"1620",30.53,114.25
"1622",31.47,118.39
"1623",31.07,121.5
"1626",24.66,116.16
"1627",31.19,107.51
"1629",36.19,117.05
"1631",35.59,118.84
"1634",37.46,118.65
"1635",40.59,115.09
"1636",31.13,104.39
"1640",21.85,111.96
"1642",30.73,120.52
"1645",36.81,118.06
"1647",30.63,120.54
"1649",28.22,113.11
"1650",39.4,116.99
"1651",40.07,116.32
"1653",39.95,119.56
"1656",39.93,116.45
"1657",26.66,119.53
"1662",26.38,106.63
"1663",23.68,113.03
"1665",37.29,115.65
"1666",33.95,116.78
"1667",22.87,113.15
"1668",31.15,121.5
"1674",26.44,106.66
"1677",22.87,108.29
"1680",27.21,119.57
"1681",29.25,113.82
"1682",45.52,125.07
"1683",24.33,109.38
"1684",28.64,121.25
"1685",25.53,114.63
"1687",39.23,117.23
"1690",33.56,114.06
"1692",22.66,114.05
"1693",36.56,111.77
"1694",36.7,114.19
"1695",38.03,114.42
"1696",31.34,121.47
"1698",22.73,114.21
"1701",23.26,113.32
"1706",34.15,113.46
"1709",39.67,116.34
"1710",33,118.49
"1711",23.26,113.31
"1712",36.03,103.85
"1713",37,117.98
"1714",39.87,116.43
"1716",29.53,106.48
"1717",23.05,112.45
"1718",22.39,113.44
"1719",36.43,116.4
"1720",25.59,119.48
"1725",22.89,113.2
"1726",33.37,120.13
"1727",31.4,120.63
"1730",38.99,115.32
"1731",22.56,114.13
"1732",38.01,112.45
"1734",30.85,120.48
"1736",35.19,117.15
"1741",38.43,112.74
"1742",30.6,114.28
"1745",26.65,119.54
"1747",39.83,116.55
"1748",27.73,118.02
"1750",43.64,122.22
"1752",30.63,114.37
"1754",35.18,113.78
"1758",25.06,118.19
"1759",34.41,114.2
"1762",23.12,113.16
"1767",31.53,120.26
"1770",32.5,119.95
"1772",28.2,113.01
"1774",22.66,114.21
"1775",39.11,117.16
"1777",26.21,119.54
"1779",23.14,113.25
"1780",31.77,104.73
"1781",30.68,104.05
"1783",39.92,116.2
"1786",22.53,113.41
"1787",38.02,114.51
"1788",29.89,121.61
"1792",32.14,118.75
"1796",35.05,111
"1797",37.52,118.51
"1800",34.82,112.45
"1804",28.76,112.92
"1805",31.5,120.3
"1806",31.96,118.85
"1807",30.17,120.16
"1810",24.53,118.17
"1811",43.9,126.56
"1813",29.5,109.41
"1815",31.2,121.32
"1816",39.86,116.46
"1817",24.59,118.1
"1819",40.01,119.74
"1823",22.55,113.49
"1824",29.34,113.15
"1825",25.7,100.17
"1828",31.88,117.34
"1833",30.79,106.12
"1834",34.61,112.41
"1836",35.23,113.22
"1839",34.22,113.78
"1842",22.69,113.93
"1843",51.56,121.73
"1844",26.89,112.68
"1845",36.9,110.18
"1847",22.58,113.9
"1848",37.74,112.57
"1849",37.86,113.58
"1854",30.53,114.24
"1858",41.12,121.11
"1859",24.91,118.57
"1862",36.4,114.38
"1864",36.31,120.38
"1865",23.87,113.53
"1867",30.83,108.37
"1868",25.51,103.79
"1869",45.78,131.03
"1871",31.24,121.41
"1872",37.93,114.66
"1873",36.12,120.46
"1875",29.29,117.21
"1877",36.4,113.02
"1878",38.05,114.56
"1879",22.9,112.87
"1884",39.87,116.31
"1885",35.92,117.54
"1887",30.11,119.68
"1888",36.13,120.46
"1889",34.24,108.87
"1892",39.16,117.36
"1894",24.43,111.54
"1895",26.06,119.31
"1896",34.3,108.99
"1897",36.1,103.72
"1898",35.3,113.88
"1899",31.2,121.65
"1902",30.21,115.12
"1903",45.76,126.69
"1906",31.16,121.5
"1907",30.61,104.15
"1908",30.6,104.05
"1909",39.59,116.74
"1916",31.35,120.69
"1917",39.95,116.32
"1920",22.53,113.39
"1921",30.66,104.13
"1922",36.1,114.34
"1923",42.85,124.22
"1927",26.71,106.62
"1932",35.74,107.64
"1933",24.76,118.65
"1939",30.2,120.17
"1943",30.43,114.4
"1944",41.19,122.03
"1946",30.81,106.06
"1947",26.88,119.98
"1952",24.53,118.1
"1956",37.61,112.4
"1957",39.32,115.85
"1958",26.5,101.74
"1960",42.06,121.74
"1963",30.66,104.18
"1966",22.97,113.76
"1968",21.63,110.27
"1969",27.38,111.49
"1970",27.96,120.66
"1978",37.82,118.78
"1982",30.26,120.4
"1983",34.49,109.48
"1990",24.91,118.6
"1992",43.82,126.54
"1998",22.54,114.07
"2000",24.35,109.43
"2001",30.42,111.73
"2002",31.75,117.2
"2003",30.12,104.61
"2005",22.6,114.04
"2007",30.67,112.69
"2011",37.08,117.89
"2013",29.05,119.16
"2017",30.28,120.37
"2021",43.87,125.37
"2022",22.82,113.75
"2023",24.28,117.81
"2027",22.53,113.38
"2035",30.28,109.47
"2036",22.55,114.01
"2038",22.79,114.15
"2039",34.2,108.91
"2041",30.61,104.12
"2043",22.67,114.02
"2049",28.54,115.94
"2051",37.8,112.59
"2062",30.5,103.97
"2063",37.99,114.41
"2064",20.02,110.36
"2066",25.26,119.02
"2070",29.87,107.73
"2072",22.78,113.75
"2074",30.51,117.04
"2075",43.51,124.83
"2080",30.81,104.21
"2085",40.61,109.83
"2086",31.3,119.63
"2087",30.66,104.1
"2089",22.68,113.93
"2095",25.79,109.61
"2101",24.5,117.87
"2103",36.18,111.7
"2105",30.82,103.98
"2106",45.69,126.65
"2108",32.06,120.39
"2110",32.02,118.86
"2111",28.84,112.35
"2113",40.14,124.4
"2115",23.1,113.65
"2116",23.72,113.02
"2118",23.73,113.02
"2123",30.57,120.62
"2124",45.7,126.63
"2125",36.18,120.4
"2127",23.91,100.09
"2128",25.99,119.37
"2129",30.93,121.91
"2137",30.28,120.19
"2138",24.35,114.13
"2140",23.03,113.15
"2142",39.07,121.73
"2143",23.11,114.46
"2145",31.41,104.78
"2146",37.48,113.03
"2150",31.36,119.5
"2153",25.81,117.44
"2154",22.62,113.31
"2155",45.73,126.6
"2158",29.5,121.85
"2160",37.87,112.52
"2161",31.07,121.51
"2164",22.77,113.83
"2165",29.56,106.3
"2166",26.56,119.6
"2170",1.19,0.61
"2172",30.88,120.11
"2173",25.01,102.76
"2178",22.68,109.41
"2179",24.63,102.85
"2180",22.76,114.96
"2184",23.08,113.51
"2185",27.96,120.6
"2186",30.61,114.38
"2189",34.25,108.86
"2194",36.57,119.31
"2196",39.99,116.4
"2197",22.22,113.55
"2199",28.69,115.82
"2203",34.39,104.07
"2206",42.89,130.29
"2207",36.15,113.12
"2208",25.97,119.5
"2219",22.71,112.84
"2220",30.43,114.44
"2221",41.25,122
"2222",40.67,122.24
"2224",31.29,111.19
"2228",22.54,114.11
"2229",26.82,119.72
"2230",39.96,116.58
"2232",31.32,121.63
"2233",22.97,113.11
"2234",23.23,113.27
"2237",34.34,108.97
"2240",22.72,113.81
"2241",31.49,120.75
"2242",23.76,114.69
"2243",41.84,123.44
"2244",31.34,120.7
"2248",22.36,106.84
"2250",24.09,115.24
"2251",22.76,108.31
"2256",31.32,120.6
"2258",28.05,112.8
"2259",20.07,110.32
"2260",30.63,114.25
"2263",39.86,116.45
"2264",43.82,87.62
"2269",32.69,112.61
"2274",22.95,113.37
"2276",34.25,117.15
"2277",39.89,116.39
"2278",25.02,118.09
"2285",30.53,106.44
"2286",29.05,106.64
"2287",1.37,0.72
"2288",25.52,113.01
"2290",36.39,120.41
"2291",28.14,121.24
"2295",31.98,119.58
"2297",26.8,113.55
"2299",25.3,118.83
"2300",27.79,114.38
"2301",31.08,120.67
"2303",23.13,113.53
"2305",23.03,113.79
"2308",29.9,121.53
"2310",30.68,104.13
"2311",31.95,121.06
"2312",24.5,118.17
"2313",28.9,115.81
"2315",27.83,99.71
"2316",22.93,113.44
"2319",45.52,-73.75
"2321",22.81,114.11
"2326",23.39,113.19
"2327",37.25,118.87
"2328",45.7,126.66
"2329",35.73,112.82
"2330",41.25,123.18
"2331",30.61,114.37
"2333",31.35,120.7
"2336",34.84,116.94
"2338",40.07,113.29
"2341",40.01,113.18
"2344",33.04,120.47
"2347",28.16,113.02
"2348",39.62,116.37
"2350",28.57,121.37
"2352",38.93,121.63
"2353",39.14,117.17
"2355",42.45,123.54
